time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-27T04:47:37.250Z,37.6421661,-118.947998,5.07,2.12,md,23,62,0.02471,0.02,nc,nc73281645,2019-09-27T08:59:03.006Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.39,0.61,0.3,21,automatic,nc,nc
2019-09-27T04:42:59.440Z,35.6305,-117.4726667,2.63,1.36,ml,22,56,0.03486,0.17,ci,ci39096344,2019-09-27T04:46:46.619Z,"16km SSW of Searles Valley, CA",earthquake,0.25,0.31,0.177,19,automatic,ci,ci
2019-09-27T04:42:20.120Z,36.7713333,-89.2541667,16.82,3.03,md,53,41,0.09948,0.15,nm,nm60287946,2019-09-27T13:00:10.670Z,"11km E of East Prairie, Missouri",earthquake,0.19,0.39,0.12,50,reviewed,nm,nm
2019-09-27T04:41:06.090Z,37.6443329,-118.9498367,4.95,1.27,md,16,103,0.0231,0.02,nc,nc73281640,2019-09-27T08:44:02.920Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.55,1.21,0.15,16,automatic,nc,nc
2019-09-27T04:40:18.260Z,39.533,-120.3583,12,1.4,ml,13,181.4,0.119,0.09,nn,nn00705528,2019-09-27T04:44:24.015Z,"27km NNW of Truckee, California",earthquake,,1.9,,,automatic,nn,nn
2019-09-27T04:40:07.390Z,38.7985001,-122.7788315,3.33,0.88,md,14,85,0.01597,0.03,nc,nc73281635,2019-09-27T04:54:03.011Z,"3km NW of The Geysers, CA",earthquake,0.32,0.78,0.02,3,automatic,nc,nc
2019-09-27T04:32:43.648Z,-8.9151,-75.03,35,4.5,mb,,114,3.535,0.54,us,us70005m7b,2019-09-27T05:05:15.040Z,"54km SSW of Campoverde, Peru",earthquake,7.5,2,0.09,36,reviewed,us,us
2019-09-27T04:31:01.680Z,35.7815,-117.6133333,9.69,1.85,ml,29,105,0.03651,0.15,ci,ci39096336,2019-09-27T04:41:59.830Z,"19km NNE of Ridgecrest, CA",earthquake,0.25,0.59,0.216,27,automatic,ci,ci
2019-09-27T04:17:45.929Z,65.8437,-156.378,7.4,1.4,ml,,,,0.59,ak,ak019cell6gw,2019-09-27T04:24:17.092Z,"120km S of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-09-27T04:05:12.200Z,35.6275,-117.4655,4.87,1.52,ml,25,62,0.03556,0.15,ci,ci39096328,2019-09-27T04:15:55.400Z,"16km SSW of Searles Valley, CA",earthquake,0.29,0.4,0.147,24,automatic,ci,ci
2019-09-27T03:55:00.130Z,36.08,-117.8536667,6.09,1.27,ml,15,132,0.03751,0.19,ci,ci39096320,2019-09-27T03:58:33.986Z,"9km ENE of Coso Junction, CA",earthquake,0.48,0.67,0.202,19,automatic,ci,ci
2019-09-27T03:52:51.920Z,35.8891667,-117.7373333,0.78,0.41,ml,10,117,0.08349,0.18,ci,ci39096312,2019-09-27T03:56:27.253Z,"16km ESE of Little Lake, CA",earthquake,0.36,0.93,0.089,5,automatic,ci,ci
2019-09-27T03:51:38.530Z,19.092,-67.2023,8,4.7,ml,23,209,0.6311,0.43,pr,pr2019270000,2019-09-27T06:01:37.160Z,"49km N of San Antonio, Puerto Rico",earthquake,1.65,31.61,0.38,14,reviewed,pr,pr
2019-09-27T03:50:05.140Z,35.6,-117.4005,8.14,2.4,ml,37,78,0.05206,0.16,ci,ci39096304,2019-09-27T04:01:21.980Z,"18km S of Trona, CA",earthquake,0.24,0.43,0.129,26,automatic,ci,ci
2019-09-27T03:43:07.345Z,62.5921,-150.7469,75.7,1.5,ml,,,,0.53,ak,ak019cel58i5,2019-09-27T03:47:40.232Z,"44km NW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2019-09-27T03:40:39.470Z,37.6430016,-118.9375,6.23,0.59,md,8,110,0.02307,0.01,nc,nc73281620,2019-09-27T04:12:03.580Z,"4km E of Mammoth Lakes, CA",earthquake,1.24,3.76,0.11,6,automatic,nc,nc
2019-09-27T03:37:42.670Z,33.5853333,-116.8123333,4.85,1.41,ml,58,25,0.04112,0.2,ci,ci39096296,2019-09-27T03:48:20.130Z,"13km WNW of Anza, CA",earthquake,0.19,0.71,0.116,27,automatic,ci,ci
2019-09-27T03:34:25.820Z,33.5846667,-116.8101667,4.87,0.85,ml,40,34,0.03949,0.16,ci,ci39096288,2019-09-27T03:38:05.727Z,"13km WNW of Anza, CA",earthquake,0.2,0.54,0.141,27,automatic,ci,ci
2019-09-27T03:32:29.758Z,41.9882,144.4739,42.37,4.6,mb,,169,0.981,0.88,us,us70005m6y,2019-09-27T03:53:56.040Z,"109km S of Kushiro, Japan",earthquake,10.2,5.4,0.129,18,reviewed,us,us
2019-09-27T03:26:29.630Z,37.6438332,-118.9499969,5.1,1.1,md,14,82,0.02361,0.01,nc,nc73281610,2019-09-27T07:24:02.394Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.67,1.4,0.25,13,automatic,nc,nc
2019-09-27T03:25:36.414Z,-7.6741,127.5604,170.79,4.4,mb,,120,3.716,1.35,us,us70005m6r,2019-09-27T03:42:05.040Z,"239km ENE of Dili, East Timor",earthquake,10.4,9.4,0.144,14,reviewed,us,us
2019-09-27T03:22:33.620Z,19.1945,-155.4473267,35.11,1.92,md,42,192,0.06361,0.11,hv,hv71152161,2019-09-27T03:25:39.570Z,"3km ESE of Pahala, Hawaii",earthquake,0.66,0.76,0.24,9,automatic,hv,hv
2019-09-27T03:19:01.205Z,-55.3567,-27.925,10,5,mb,,109,19.547,0.55,us,us70005m74,2019-09-27T04:16:26.040Z,"156km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.5,1.9,0.113,25,reviewed,us,us
2019-09-27T03:17:59.830Z,-8.2456,-74.2303,151.14,4.8,mb,,104,4.52,0.76,us,us70005m6j,2019-09-27T04:18:29.850Z,"38km ENE of Pucallpa, Peru",earthquake,9.4,7.8,0.038,217,reviewed,us,us
2019-09-27T03:13:17.690Z,33.5818333,-116.8126667,4.88,1.74,ml,70,21,0.04223,0.22,ci,ci39096264,2019-09-27T03:24:45.500Z,"13km WNW of Anza, CA",earthquake,0.19,0.65,0.123,26,automatic,ci,ci
2019-09-27T03:09:40.370Z,35.7456667,-117.4975,6.33,1.07,ml,16,156,0.1003,0.13,ci,ci39096256,2019-09-27T03:13:24.814Z,"9km WSW of Searles Valley, CA",earthquake,0.42,1.02,0.162,9,automatic,ci,ci
2019-09-27T02:57:35.290Z,18.9013,-67.0885,73,2.77,md,7,307,0.6477,0.28,pr,pr2019270001,2019-09-27T08:38:08.807Z,"44km N of Isabela, Puerto Rico",earthquake,3.31,4.64,0.08,5,reviewed,pr,pr
2019-09-27T02:56:37.358Z,61.7138,-150.0333,34.8,1.4,ml,,,,0.79,ak,ak019cekmniv,2019-09-27T03:00:41.834Z,"3km S of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-27T02:50:03.150Z,35.6785,-117.5645,6.78,0.74,ml,12,117,0.05646,0.18,ci,ci39096240,2019-09-27T02:53:50.130Z,"12km ENE of Ridgecrest, CA",earthquake,0.5,1.08,0.112,7,automatic,ci,ci
2019-09-27T02:45:54.050Z,19.1886673,-155.4438324,34.05,1.99,md,40,200,0.0654,0.12,hv,hv71152101,2019-09-27T02:49:05.770Z,"4km ESE of Pahala, Hawaii",earthquake,0.62,0.95,0.11,3,automatic,hv,hv
2019-09-27T02:45:21.570Z,37.6448326,-118.9483337,5.53,0.64,md,9,125,0.02224,0.02,nc,nc73281600,2019-09-27T02:54:03.084Z,"3km ENE of Mammoth Lakes, CA",earthquake,1.29,1.96,0.18,9,automatic,nc,nc
2019-09-27T02:43:56.820Z,33.5031667,-116.7901667,6.75,0.66,ml,24,36,0.07617,0.18,ci,ci39096224,2019-09-27T02:47:46.336Z,"10km NE of Aguanga, CA",earthquake,0.25,0.93,0.126,22,automatic,ci,ci
2019-09-27T02:38:49.498Z,68.813,-146.2083,0,1.9,ml,,,,0.91,ak,ak019cekitkc,2019-09-27T02:45:28.917Z,"81km NNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-09-27T02:36:31.850Z,38.8344994,-122.7935028,1.73,1.04,md,19,71,0.004618,0.03,nc,nc73281595,2019-09-27T02:43:04.024Z,"6km WNW of Cobb, CA",earthquake,0.22,0.38,0.16,5,automatic,nc,nc
2019-09-27T02:36:02.500Z,35.6778333,-117.4105,6.1,1.71,ml,25,106,0.01662,0.19,ci,ci39096216,2019-09-27T02:46:30.340Z,"10km S of Searles Valley, CA",earthquake,0.37,0.66,0.108,27,automatic,ci,ci
2019-09-27T02:31:16.640Z,37.6425018,-118.9499969,4.63,1.16,md,17,73,0.02486,0.02,nc,nc73281585,2019-09-27T03:42:02.387Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.5,1.07,0.17,16,automatic,nc,nc
2019-09-27T02:30:20.590Z,37.9221649,-122.291832,2.18,1.29,md,10,106,0.03818,0.03,nc,nc73281580,2019-09-27T06:30:03.024Z,"2km NW of Kensington, CA",earthquake,0.65,2.05,0.25,7,automatic,nc,nc
2019-09-27T02:29:39.877Z,-21.913,-179.3607,604.95,4.6,mb,,128,4.808,0.59,us,us70005m5n,2019-09-27T02:46:37.040Z,"155km SSW of Ndoi Island, Fiji",earthquake,13.9,8.9,0.098,31,reviewed,us,us
2019-09-27T02:26:32.460Z,38.8370018,-122.791832,2.01,0.83,md,10,77,0.01329,0.02,nc,nc73281575,2019-09-27T02:34:02.968Z,"6km WNW of Cobb, CA",earthquake,0.31,0.94,0.32,2,automatic,nc,nc
2019-09-27T02:25:31.620Z,38.7983322,-122.73983,1.83,1.11,md,12,84,0.01527,0.03,nc,nc73281570,2019-09-27T06:03:04.855Z,"3km NNE of The Geysers, CA",earthquake,0.3,0.84,0.13,4,automatic,nc,nc
2019-09-27T02:18:41.245Z,-25.7017,-177.2617,97.11,5.2,mb,,142,3.579,0.87,us,us70005m5h,2019-09-27T02:37:36.040Z,"South of the Fiji Islands",earthquake,7.6,10.1,0.105,30,reviewed,us,us
2019-09-27T02:14:50.883Z,60.1285,-153.4025,159.4,2,ml,,,,0.58,ak,ak019cekdopo,2019-09-27T02:26:14.466Z,"53km SW of Redoubt Volcano, Alaska",earthquake,,1,,,automatic,ak,ak
2019-09-27T02:13:40.140Z,37.6409988,-118.9501648,5.25,2.57,md,25,64,0.02503,0.03,nc,nc73281565,2019-09-27T05:36:02.608Z,"3km E of Mammoth Lakes, CA",earthquake,0.28,0.44,0.16,24,automatic,nc,nc
2019-09-27T02:11:46.320Z,35.9685,-117.6685,3.19,0.91,ml,11,103,0.02527,0.16,ci,ci39096208,2019-09-27T02:15:18.955Z,"22km E of Little Lake, CA",earthquake,0.48,0.44,0.167,11,automatic,ci,ci
2019-09-27T02:11:04.300Z,37.6411667,-118.9478302,5.37,2.15,md,21,64,0.02564,0.03,nc,nc73281560,2019-09-27T05:21:05.220Z,"3km E of Mammoth Lakes, CA",earthquake,0.4,0.63,0.32,19,automatic,nc,nc
2019-09-27T02:03:29.550Z,35.973,-117.6813333,0.96,1.1,ml,16,59,0.03547,0.2,ci,ci39096200,2019-09-27T02:07:15.614Z,"21km ENE of Little Lake, CA",earthquake,0.34,0.44,0.092,14,automatic,ci,ci
2019-09-27T02:00:39.010Z,37.9141655,-122.2998352,1.27,1.99,md,21,83,0.04387,0.07,nc,nc73281555,2019-09-27T08:21:38.013Z,"1km E of El Cerrito, CA",earthquake,0.2,0.72,0.15,18,automatic,nc,nc
2019-09-27T01:58:44.030Z,35.848,-117.6815,11.42,0.6,ml,9,79,0.07546,0.18,ci,ci39096192,2019-09-27T02:02:20.807Z,"23km ESE of Little Lake, CA",earthquake,0.61,1.33,0.094,4,automatic,ci,ci
2019-09-27T01:58:01.700Z,37.9210014,-122.2935028,1.64,0.94,md,7,188,0.06084,0.02,nc,nc73281550,2019-09-27T02:57:04.105Z,"2km NW of Kensington, CA",earthquake,0.95,3.71,0.21,5,automatic,nc,nc
2019-09-27T01:52:52.090Z,19.1593342,-155.4298401,34.99,1.91,md,35,215,0.08355,0.11,hv,hv71152031,2019-09-27T01:56:05.120Z,"7km SE of Pahala, Hawaii",earthquake,0.86,1.15,0.11,3,automatic,hv,hv
2019-09-27T01:39:16.189Z,64.969,-147.5289,17.4,1,ml,,,,0.33,ak,ak019cejxj42,2019-09-27T01:50:07.516Z,"17km NNE of Fairbanks, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-27T01:19:18.300Z,38.8186684,-122.8451691,2.15,0.37,md,7,133,0.00908,0.01,nc,nc73281545,2019-09-27T01:20:53.877Z,"9km WNW of The Geysers, CA",earthquake,0.53,1.18,0.24,2,automatic,nc,nc
2019-09-27T01:15:50.180Z,38.815834,-122.7818298,1.56,1.35,md,21,46,0.002722,0.03,nc,nc73281540,2019-09-27T04:38:02.918Z,"5km NNW of The Geysers, CA",earthquake,0.2,0.39,0.14,8,automatic,nc,nc
2019-09-27T01:14:30.079Z,63.251,-151.371,4.5,1.5,ml,,,,0.56,ak,ak019cejs7a9,2019-09-27T01:27:23.383Z,"121km NNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-27T01:12:09.300Z,19.3603325,-155.0183258,8.89,2.75,ml,8,285,0.09208,0.27,hv,hv71151981,2019-09-27T01:17:50.070Z,"15km SW of Leilani Estates, Hawaii",earthquake,2.85,0.96,0.39,6,automatic,hv,hv
2019-09-27T00:58:32.276Z,59.9045,-151.3939,75.1,1.4,ml,,,,0.71,ak,ak019cejg751,2019-09-27T01:02:18.162Z,"19km NNW of Fritz Creek, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-09-27T00:41:06.040Z,30.5305,131.1118,39.19,4.5,mb,,132,2.594,0.48,us,us70005m46,2019-09-27T05:27:08.040Z,"24km SSE of Nishinoomote, Japan",earthquake,8.5,8.7,0.127,18,reviewed,us,us
2019-09-27T00:39:26.000Z,35.8596667,-117.6895,1.79,1.26,ml,21,77,0.0797,0.18,ci,ci39096128,2019-09-27T00:50:04.590Z,"21km ESE of Little Lake, CA",earthquake,0.29,0.53,0.184,18,automatic,ci,ci
2019-09-27T00:36:50.220Z,38.8186684,-122.7973328,3.38,0.87,md,13,102,0.0108,0.01,nc,nc73281525,2019-09-27T00:56:03.518Z,"6km NW of The Geysers, CA",earthquake,0.39,1.3,,1,automatic,nc,nc
2019-09-27T00:29:34.860Z,35.857,-117.6801667,7.2,0.8,ml,13,82,0.07878,0.07,ci,ci39096104,2019-09-27T00:33:18.241Z,"22km ESE of Little Lake, CA",earthquake,0.2,0.54,0.127,10,automatic,ci,ci
2019-09-27T00:28:58.000Z,35.7241667,-117.5215,3.18,0.98,ml,15,121,0.09905,0.13,ci,ci39096096,2019-09-27T00:32:44.285Z,"12km WSW of Searles Valley, CA",earthquake,0.31,1.03,0.198,12,automatic,ci,ci
2019-09-27T00:26:52.640Z,35.8196667,-117.6553333,9.43,0.82,ml,13,74,0.04716,0.13,ci,ci39096088,2019-09-27T00:30:42.711Z,"22km N of Ridgecrest, CA",earthquake,0.32,0.7,0.113,9,automatic,ci,ci
2019-09-27T00:26:37.930Z,33.2456667,-116.2356667,7.59,0.85,ml,28,126,0.05502,0.19,ci,ci39096080,2019-09-27T00:30:26.598Z,"13km E of Borrego Springs, CA",earthquake,0.41,0.95,0.135,15,automatic,ci,ci
2019-09-27T00:24:55.380Z,35.9331667,-117.3411667,1.83,1.15,ml,14,69,0.06309,0.2,ci,ci39096072,2019-09-27T00:28:39.985Z,"19km N of Trona, CA",earthquake,0.4,0.79,0.187,9,automatic,ci,ci
2019-09-27T00:24:25.665Z,62.9859,-150.799,103.9,1.7,ml,,,,0.26,ak,ak019cej8wj5,2019-09-27T00:27:01.817Z,"81km NNW of Talkeetna, Alaska",earthquake,,1.6,,,automatic,ak,ak
2019-09-27T00:15:52.370Z,19.368166,-155.0796661,3.32,1.89,ml,41,157,0.02603,0.3,hv,hv71151921,2019-09-27T00:21:34.150Z,"15km S of Fern Acres, Hawaii",earthquake,0.56,0.83,0.38,4,automatic,hv,hv
2019-09-27T00:10:25.311Z,61.5225,-151.4108,67.4,2.2,ml,,,,0.55,ak,ak019cej5wfm,2019-09-27T00:15:19.472Z,"77km W of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-09-27T00:05:40.070Z,35.7458333,-117.5535,9.67,0.96,ml,19,116,0.0784,0.26,ci,ci39096064,2019-09-27T00:09:12.088Z,"14km W of Searles Valley, CA",earthquake,0.52,1.05,0.169,11,automatic,ci,ci
2019-09-27T00:03:06.210Z,19.2913342,-155.8443298,5.4,2.03,md,45,140,0.0364,0.26,hv,hv71151906,2019-09-27T00:06:38.540Z,"18km S of Honaunau-Napoopoo, Hawaii",earthquake,0.61,0.55,0.18,14,automatic,hv,hv
2019-09-27T00:00:31.750Z,36.8398323,-121.5631638,4.32,1.83,md,17,120,0.04267,0.08,nc,nc73281515,2019-09-27T03:44:02.398Z,"2km WSW of San Juan Bautista, CA",earthquake,0.34,0.57,0.18,15,automatic,nc,nc
2019-09-26T23:58:04.060Z,35.8003333,-117.5925,9.24,0.84,ml,13,127,0.0159,0.25,ci,ci39096056,2019-09-27T00:01:46.912Z,"17km WNW of Searles Valley, CA",earthquake,0.67,1,0.169,11,automatic,ci,ci
2019-09-26T23:57:43.690Z,32.7498333,-115.4258333,14.27,2.73,ml,20,61,0.09297,0.2,ci,ci39096048,2019-09-27T02:51:30.353Z,"8km SSW of Holtville, CA",earthquake,0.43,0.9,0.236,25,reviewed,ci,ci
2019-09-26T23:56:01.113Z,40.2986,-121.1261,6,1.2,ml,5,126.64,0.339,0.2225,nn,nn00705515,2019-09-27T02:09:25.515Z,"9km E of Chester, California",earthquake,,5.2,0.06,2,reviewed,nn,nn
2019-09-26T23:55:57.980Z,32.7288333,-115.4155,15.36,1.84,ml,13,77,0.07422,0.21,ci,ci39096040,2019-09-26T23:59:59.027Z,"10km NE of Calexico, CA",earthquake,0.6,0.79,0.246,23,automatic,ci,ci
2019-09-26T23:54:54.520Z,32.7458333,-115.4206667,11.71,1.85,ml,17,64,0.08709,0.19,ci,ci39096032,2019-09-26T23:58:54.019Z,"8km SSW of Holtville, CA",earthquake,0.46,0.78,0.232,28,automatic,ci,ci
2019-09-26T23:53:19.370Z,36.0275,-117.8443333,2.52,1.02,ml,14,112,0.04223,0.14,ci,ci39096024,2019-09-26T23:56:54.168Z,"10km ESE of Coso Junction, CA",earthquake,0.24,0.27,0.168,17,automatic,ci,ci
2019-09-26T23:51:51.321Z,37.6464,-105.4845,5.26,2.3,ml,,104,0.099,0.12,us,us70005m3b,2019-09-27T05:22:33.040Z,"36km ENE of Alamosa East, Colorado",earthquake,3,4.7,0.091,16,reviewed,us,us
2019-09-26T23:47:51.010Z,33.4856667,-116.4945,13.21,1.15,ml,41,95,0.06871,0.18,ci,ci39096016,2019-09-26T23:58:43.180Z,"18km ESE of Anza, CA",earthquake,0.28,0.46,0.162,27,automatic,ci,ci
2019-09-26T23:46:01.270Z,58.235,-155.1145,-2.2,-0.22,ml,7,210,0.03827,0.08,av,av70850294,2019-09-27T00:21:48.610Z,"102km NW of Larsen Bay, Alaska",earthquake,0.75,4.02,0.274,8,reviewed,av,av
2019-09-26T23:40:26.359Z,39.5275,-120.3516,8.7,0.2,ml,6,181.07,0.106,0.1287,nn,nn00705514,2019-09-27T02:09:24.199Z,"26km NNW of Truckee, California",earthquake,,6.8,0.2,2,reviewed,nn,nn
2019-09-26T23:38:17.110Z,33.5118333,-116.945,3.6,1.05,ml,34,39,0.1209,0.21,ci,ci39096000,2019-09-26T23:41:59.888Z,"11km NW of Aguanga, CA",earthquake,0.21,0.86,0.177,27,automatic,ci,ci
2019-09-26T23:37:42.140Z,36.0061667,-117.707,1.62,0.76,ml,7,176,0.05091,0.08,ci,ci39095992,2019-09-26T23:41:13.471Z,"20km ENE of Little Lake, CA",earthquake,0.34,0.31,0.2,6,automatic,ci,ci
2019-09-26T23:35:22.392Z,61.102,-146.8141,38.8,1.8,ml,,,,1.15,ak,ak019cd9gvjj,2019-09-27T00:13:38.504Z,"25km W of Valdez, Alaska",ice quake,,6.9,,,automatic,ak,ak
2019-09-26T23:32:06.873Z,60.9221,-125.4386,10,4.2,mb,,50,1.848,0.84,us,us70005m30,2019-09-27T00:40:59.040Z,"132km NW of Fort Liard, Canada",earthquake,6.1,2,0.136,15,reviewed,us,us
2019-09-26T23:28:59.170Z,35.9488333,-117.703,2.61,2.46,ml,36,42,0.04271,0.16,ci,ci39095976,2019-09-26T23:39:34.880Z,"18km E of Little Lake, CA",earthquake,0.17,0.28,0.129,25,automatic,ci,ci
2019-09-26T23:23:52.873Z,61.3865,-150.0646,36.5,1.6,ml,,,,0.52,ak,ak019cd9edav,2019-09-26T23:28:48.263Z,"16km SSW of Big Lake, Alaska",earthquake,,1.3,,,automatic,ak,ak
2019-09-26T23:22:12.410Z,41.825,-112.408,0.69,0.98,md,12,138,0.1214,0.14,uu,uu60343437,2019-09-26T23:51:19.440Z,"22km WNW of Garland, Utah",earthquake,0.5,9.01,0.125,7,reviewed,uu,uu
2019-09-26T23:18:19.395Z,38.3747,-115.8305,4.2,1.8,ml,10,206.76,0.194,0.1535,nn,nn00705492,2019-09-27T02:09:05.075Z,"51km ENE of Warm Springs, Nevada",earthquake,,4.5,0.34,5,reviewed,nn,nn
2019-09-26T23:14:16.727Z,38.3467,-118.9242,11.9,1.1,ml,6,185.49,0.343,0.1201,nn,nn00705513,2019-09-27T02:09:22.664Z,"28km ENE of Bridgeport, California",earthquake,,11.5,0.1,3,reviewed,nn,nn
2019-09-26T23:10:50.190Z,36.5929985,-121.1931686,7.04,2.18,md,26,99,0.02216,0.09,nc,nc73281495,2019-09-27T03:03:04.147Z,"8km NNW of Pinnacles, CA",earthquake,0.31,0.59,0.19,24,automatic,nc,nc
2019-09-26T22:50:04.100Z,35.7186667,-117.5491667,3.17,1.22,ml,19,109,0.09777,0.17,ci,ci39095936,2019-09-26T22:53:53.478Z,"14km WSW of Searles Valley, CA",earthquake,0.31,0.98,0.167,16,automatic,ci,ci
2019-09-26T22:46:40.312Z,60.3153,-141.7055,11,0.9,ml,,,,0.17,ak,ak019cd8xu73,2019-09-26T22:48:40.571Z,"48km NE of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-09-26T22:46:21.460Z,38.831501,-122.8470001,1.82,0.37,md,7,101,0.008664,0.02,nc,nc73281490,2019-09-26T22:58:02.888Z,"10km NW of The Geysers, CA",earthquake,0.52,1.42,0.36,3,automatic,nc,nc
2019-09-26T22:40:02.076Z,36.8637,-116.2057,5.3,0,ml,11,68.72,0.054,0.1228,nn,nn00705490,2019-09-27T02:09:02.999Z,"49km E of Beatty, Nevada",earthquake,,2.6,0.42,5,reviewed,nn,nn
2019-09-26T22:39:12.020Z,19.1918335,-155.4535065,36.79,2.16,md,37,126,0.03713,0.12,hv,hv71151806,2019-09-26T22:42:20.140Z,"3km ESE of Pahala, Hawaii",earthquake,0.82,0.75,0.18,4,automatic,hv,hv
2019-09-26T22:33:59.579Z,38.4334,-118.2938,4.3,0.4,ml,5,132.73,0.034,0.1438,nn,nn00705509,2019-09-27T02:09:15.860Z,"30km ESE of Hawthorne, Nevada",earthquake,,3.8,0,1,reviewed,nn,nn
2019-09-26T22:33:35.220Z,19.103,-67.2646,21,3.02,md,16,214,0.6538,0.53,pr,pr2019269015,2019-09-27T01:32:26.038Z,"80km N of San Antonio, Puerto Rico",earthquake,2.38,39.08,0.42,13,reviewed,pr,pr
2019-09-26T22:29:01.867Z,69.5352,-146.2192,11.5,2,ml,,,,1.66,ak,ak019cd8u4a9,2019-09-26T22:32:57.702Z,"114km SE of Prudhoe Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-26T22:25:16.760Z,38.8078346,-122.7913361,3.04,1.34,md,26,42,0.003102,0.04,nc,nc73281475,2019-09-27T01:26:03.966Z,"4km NW of The Geysers, CA",earthquake,0.23,0.4,0.2,7,automatic,nc,nc
2019-09-26T22:25:10.580Z,38.3422,-118.931,10.9,1.4,ml,6,187.27,0.347,0.084,nn,nn00705508,2019-09-27T02:09:14.453Z,"27km ENE of Bridgeport, California",earthquake,,12.3,0.17,3,reviewed,nn,nn
2019-09-26T22:18:11.013Z,-24.0717,-67.0091,240.81,4.1,mb,,118,1.547,0.75,us,us70005m20,2019-09-27T05:41:01.040Z,"72km WNW of San Antonio de los Cobres, Argentina",earthquake,11.3,15.6,0.302,3,reviewed,us,us
2019-09-26T22:08:05.090Z,35.6828333,-117.583,7.09,0.97,ml,19,100,0.06171,0.19,ci,ci39095888,2019-09-26T22:11:53.430Z,"11km NE of Ridgecrest, CA",earthquake,0.4,0.94,0.161,12,automatic,ci,ci
2019-09-26T22:05:01.090Z,19.0783,-67.1736,13,3.06,md,12,290,0.614,0.31,pr,pr2019269048,2019-09-27T12:38:49.782Z,"65km NNW of Isabela, Puerto Rico",earthquake,2.36,3.63,0.38,11,reviewed,pr,pr
2019-09-26T22:01:22.304Z,36.6676,-116.0006,3.4,-0.1,ml,8,178.73,0.031,0.0956,nn,nn00705506,2019-09-27T02:09:13.035Z,"50km N of Pahrump, Nevada",earthquake,,3.1,0.01,2,reviewed,nn,nn
2019-09-26T22:01:03.550Z,37.6413345,-118.946167,4.49,0.7,md,8,131,0.02518,0.01,nc,nc73281455,2019-09-26T22:42:03.491Z,"3km E of Mammoth Lakes, CA",earthquake,0.87,2.42,0.14,8,automatic,nc,nc
2019-09-26T21:46:18.780Z,35.826,-117.6581667,4.55,1.16,ml,24,71,0.05035,0.18,ci,ci39095856,2019-09-26T21:50:03.881Z,"23km N of Ridgecrest, CA",earthquake,0.25,0.49,0.151,15,automatic,ci,ci
2019-09-26T21:41:21.300Z,19.0038,-67.2535,17,3.02,md,6,304,0.5549,0.29,pr,pr2019269046,2019-09-27T12:08:04.461Z,"58km NNW of San Antonio, Puerto Rico",earthquake,8.17,17.27,0.16,5,reviewed,pr,pr
2019-09-26T21:36:28.460Z,38.8370018,-122.828331,0.82,0.97,md,16,71,0.01482,0.03,nc,nc73281445,2019-09-27T00:05:03.301Z,"9km NW of The Geysers, CA",earthquake,0.19,0.45,0.19,5,automatic,nc,nc
2019-09-26T21:35:30.670Z,37.6421661,-118.9471664,4.95,1.26,md,17,63,0.02455,0.04,nc,nc73281440,2019-09-26T23:37:03.151Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.41,0.79,0.14,16,automatic,nc,nc
2019-09-26T21:35:18.740Z,35.6708333,-117.4893333,4.16,1.38,ml,23,58,0.05376,0.17,ci,ci39095848,2019-09-26T21:39:02.808Z,"13km SW of Searles Valley, CA",earthquake,0.3,0.68,0.184,16,automatic,ci,ci
2019-09-26T21:15:38.650Z,60.02,-153.0838333,1.15,-0.41,ml,4,156,0.03879,0.12,av,av70850269,2019-09-26T22:26:28.090Z,"55km SSW of Redoubt Volcano, Alaska",earthquake,0.59,0.72,0.271,4,reviewed,av,av
2019-09-26T21:09:02.680Z,18.2255,-68.0258,18,2.83,md,22,189,0.5693,0.53,pr,pr2019269013,2019-09-26T22:13:43.040Z,"83km SE of Boca de Yuma, Dominican Republic",earthquake,3,4.6,0.14,21,reviewed,pr,pr
2019-09-26T21:00:49.700Z,19.2191,-67.3378,33,3.05,md,13,297,0.785,0.43,pr,pr2019269012,2019-09-26T22:07:52.040Z,"91km NNW of San Antonio, Puerto Rico",earthquake,2.18,13.87,0.29,11,reviewed,pr,pr
