time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-26T20:47:08.560Z,45.581,-121.581166666667,-1.29,1.1,ml,7,163,,0.09,uw,uw61552272,2019-09-26T22:38:08.760Z,"5km SSW of Odell, Oregon",explosion,0.76,31.61,0.262492041794484,4,reviewed,uw,uw
2019-09-26T20:31:30.198Z,-29.8605,-71.4515,36.9,5.4,mww,,87,0.193,0.77,us,us70005lzd,2019-09-27T12:29:20.433Z,"14km NW of Coquimbo, Chile",earthquake,5.3,5.3,0.073,18,reviewed,us,us
2019-09-26T20:30:44.930Z,35.895,-117.7023333,4.21,0.77,ml,10,77,0.06756,0.1,ci,ci39095752,2019-09-26T20:49:43.472Z,"19km ESE of Little Lake, CA",earthquake,0.23,0.56,0.105,8,reviewed,ci,ci
2019-09-26T20:27:27.870Z,33.5953333,-116.8078333,5.41,0.63,ml,28,66,0.03654,0.16,ci,ci39095744,2019-09-26T20:50:43.130Z,"13km WNW of Anza, CA",earthquake,0.34,0.54,0.165,19,reviewed,ci,ci
2019-09-26T20:26:02.230Z,35.8321667,-117.6661667,4.46,0.77,ml,15,74,0.05815,0.17,ci,ci39095736,2019-09-26T20:29:44.361Z,"24km N of Ridgecrest, CA",earthquake,0.38,0.79,0.192,9,automatic,ci,ci
2019-09-26T20:24:36.259Z,63.0982,-150.1145,85.1,1.4,ml,,,,0.78,ak,ak019cd7m8x5,2019-09-26T20:27:25.359Z,"66km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-09-26T20:22:50.800Z,35.9016667,-117.6676667,7.15,0.42,ml,7,89,0.04822,0.11,ci,ci39095728,2019-09-26T20:27:02.029Z,"22km E of Little Lake, CA",earthquake,0.8,1.94,0.184,5,automatic,ci,ci
2019-09-26T20:22:26.130Z,18.924,-67.1591,61,3.02,md,5,311,0.7053,0.45,pr,pr2019269045,2019-09-27T11:52:27.101Z,"48km NNW of Isabela, Puerto Rico",earthquake,6.23,11.15,0.02,5,reviewed,pr,pr
2019-09-26T20:20:18.849Z,40.8389,28.1931,10,4.3,mb,,62,1.629,0.5,us,us70005lyy,2019-09-27T12:32:59.637Z,"24km SE of Marmaraereglisi, Turkey",earthquake,5.6,2,0.308,3,reviewed,us,us
2019-09-26T20:19:37.580Z,33.6021667,-116.8013333,5.53,0.59,ml,12,126,0.03221,0.1,ci,ci39095720,2019-09-26T20:50:01.223Z,"13km WNW of Anza, CA",earthquake,0.39,0.47,0.227,11,reviewed,ci,ci
2019-09-26T20:08:28.510Z,33.1635,-115.6295,2.56,1.25,ml,16,102,0.01814,0.21,ci,ci39095704,2019-09-26T20:12:10.768Z,"12km WNW of Calipatria, CA",earthquake,0.47,0.46,0.135,16,automatic,ci,ci
2019-09-26T20:03:30.910Z,35.8808333,-117.7191667,14.1,0.82,ml,14,103,0.08112,0.31,ci,ci39095696,2019-09-26T20:07:10.216Z,"18km ESE of Little Lake, CA",earthquake,0.99,1.78,0.298,11,automatic,ci,ci
2019-09-26T19:57:47.690Z,35.8956667,-117.7325,5.81,0.84,ml,16,57,0.08462,0.2,ci,ci39095680,2019-09-26T20:50:18.454Z,"16km ESE of Little Lake, CA",earthquake,0.34,1.11,0.179,10,reviewed,ci,ci
2019-09-26T19:56:07.440Z,19.099,-67.0396,36,2.65,md,13,286,0.6355,0.65,pr,pr2019269044,2019-09-27T11:23:27.788Z,"66km N of Isabela, Puerto Rico",earthquake,2.87,12.89,0.41,11,reviewed,pr,pr
2019-09-26T19:54:33.990Z,34.3413333,-116.8463333,-1.41,1.32,ml,42,54,0.01698,0.21,ci,ci39095664,2019-09-26T20:32:38.454Z,"9km N of Big Bear City, CA",quarry blast,0.25,31.61,0.095,32,reviewed,ci,ci
2019-09-26T19:52:20.120Z,51.9668333,-177.071,4.86,0.58,ml,4,314,0.05152,0.04,av,av70850284,2019-09-26T22:41:05.690Z,"30km WNW of Adak, Alaska",earthquake,0.98,1.26,0.248,4,reviewed,av,av
2019-09-26T19:43:15.040Z,35.5916667,-117.6115,3.71,0.37,ml,8,197,0.04596,0.14,ci,ci39095656,2019-09-26T20:21:29.664Z,"7km ESE of Ridgecrest, CA",earthquake,0.47,0.8,0.177,2,reviewed,ci,ci
2019-09-26T19:37:32.660Z,35.8776667,-117.7008333,4.98,0.89,ml,19,72,0.08117,0.18,ci,ci39095592,2019-09-26T19:41:19.063Z,"20km ESE of Little Lake, CA",earthquake,0.31,0.64,0.19,13,automatic,ci,ci
2019-09-26T19:36:41.650Z,35.607,-117.3905,5.95,1.42,ml,28,84,0.06191,0.21,ci,ci39095584,2019-09-26T19:40:24.057Z,"18km S of Trona, CA",earthquake,0.34,0.65,0.119,19,automatic,ci,ci
2019-09-26T19:35:27.610Z,35.7451667,-117.5323333,6.41,1.03,ml,23,73,0.08814,0.18,ci,ci39095576,2019-09-26T19:39:08.483Z,"12km WSW of Searles Valley, CA",earthquake,0.33,0.92,0.144,13,automatic,ci,ci
2019-09-26T19:33:06.411Z,51.3663,-178.2339,24.3,2.2,ml,,,,0.61,ak,ak019cd72ogu,2019-09-26T21:12:13.194Z,"57km S of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-09-26T19:31:54.226Z,68.5127,-147.3686,0,1.7,ml,,,,0.78,ak,ak019cd72cpz,2019-09-26T19:44:07.810Z,"86km WNW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-26T19:29:49.750Z,35.9566667,-117.67,3.46,1.01,ml,17,55,0.01816,0.16,ci,ci39095568,2019-09-26T20:50:48.984Z,"21km E of Little Lake, CA",earthquake,0.28,0.62,0.152,13,reviewed,ci,ci
2019-09-26T19:26:29.330Z,38.840168,-122.8365021,0.93,1.23,md,19,86,0.001765,0.03,nc,nc73281410,2019-09-26T22:15:04.298Z,"10km NW of The Geysers, CA",earthquake,0.2,0.44,0.07,5,automatic,nc,nc
2019-09-26T19:24:36.260Z,35.8016667,-117.6076667,11.02,0.56,ml,8,98,0.01629,0.16,ci,ci39095560,2019-09-26T20:51:05.351Z,"19km WNW of Searles Valley, CA",earthquake,0.51,0.77,0.079,7,reviewed,ci,ci
2019-09-26T19:15:33.016Z,10.7786,91.6454,10,4.7,mb,,112,1.386,0.96,us,us70005lxa,2019-09-26T19:46:50.040Z,"155km SW of Port Blair, India",earthquake,9.2,1.9,0.088,39,reviewed,us,us
2019-09-26T19:09:50.710Z,38.8404999,-122.8348312,1.27,0.36,md,7,112,0.001976,0.01,nc,nc73281405,2019-09-26T20:06:05.603Z,"10km NW of The Geysers, CA",earthquake,0.82,0.75,,1,automatic,nc,nc
2019-09-26T19:09:16.960Z,35.8868333,-117.7023333,4.46,0.63,ml,22,70,0.07411,0.18,ci,ci39095552,2019-09-26T20:10:40.244Z,"19km ESE of Little Lake, CA",earthquake,0.24,0.54,0.079,6,reviewed,ci,ci
2019-09-26T19:09:09.940Z,36.092,-117.9001667,6.44,0.67,ml,6,241,0.0447,0.05,ci,ci37427949,2019-09-26T20:14:16.271Z,"7km NE of Coso Junction, CA",earthquake,0.41,0.4,0.095,3,reviewed,ci,ci
2019-09-26T19:07:43.623Z,-9.7326,159.7533,30.04,5.1,mb,,72,0.349,0.57,us,us70005lx6,2019-09-27T01:58:28.162Z,"39km SSW of Honiara, Solomon Islands",earthquake,10.1,4,0.061,87,reviewed,us,us
2019-09-26T19:01:12.572Z,36.8286,-115.3394,0,1.2,ml,19,124.8,0.356,0.1827,nn,nn00705466,2019-09-27T02:08:37.017Z,"61km SSW of Alamo, Nevada",earthquake,,0,0.2,12,reviewed,nn,nn
2019-09-26T19:00:41.666Z,-13.4442,-111.2743,10,4.9,mb,,167,33.266,0.68,us,us70005lx1,2019-09-27T03:22:08.040Z,"Central East Pacific Rise",earthquake,14.6,1.9,0.036,242,reviewed,us,us
2019-09-26T18:43:05.480Z,35.7353333,-117.5375,1.76,0.89,ml,15,119,0.09391,0.21,ci,ci39095536,2019-09-26T20:51:07.475Z,"13km WSW of Searles Valley, CA",earthquake,0.44,0.67,0.146,11,reviewed,ci,ci
2019-09-26T18:38:50.280Z,33.327,-116.408,5.92,1.15,ml,38,53,0.05914,0.2,ci,ci39095520,2019-09-26T18:42:39.941Z,"8km NNW of Borrego Springs, CA",earthquake,0.31,0.78,0.217,27,automatic,ci,ci
2019-09-26T18:37:28.289Z,41.8461,-119.4679,0,2.9,ml,7,142.12,0.763,0.1505,nn,nn00705503,2019-09-27T02:09:11.010Z,"70km W of Denio Junction, Nevada",earthquake,,0,0.27,4,reviewed,nn,nn
2019-09-26T18:36:15.760Z,37.3906,-117.2517,7,1.4,ml,27,58.89,0.091,0.1761,nn,nn00705463,2019-09-27T02:08:34.721Z,"35km S of Goldfield, Nevada",earthquake,,1.7,0.39,15,reviewed,nn,nn
2019-09-26T18:36:04.660Z,19.3435,-67.2738,26,3.09,md,6,326,0.891,0.26,pr,pr2019269041,2019-09-27T11:22:52.348Z,"96km NNW of Isabela, Puerto Rico",earthquake,2.74,18.68,0.05,5,reviewed,pr,pr
2019-09-26T18:33:19.170Z,35.6691667,-117.5418333,4.57,1.21,ml,21,86,0.05201,0.17,ci,ci39095512,2019-09-26T18:36:55.501Z,"13km ENE of Ridgecrest, CA",earthquake,0.3,0.62,0.162,15,automatic,ci,ci
2019-09-26T18:32:44.350Z,38.7773323,-122.7426682,0.33,0.72,md,9,137,0.007506,0.02,nc,nc73281395,2019-09-26T19:24:02.867Z,"1km E of The Geysers, CA",earthquake,0.38,0.49,0.03,3,automatic,nc,nc
2019-09-26T18:29:15.755Z,61.2668,-146.9235,24.6,1.7,ml,,,,0.86,ak,ak019cd6geq9,2019-09-26T18:41:15.768Z,"34km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-26T18:26:52.270Z,40.296833,-124.5571671,19.23,2.2,md,9,304,0.1643,0.06,nc,nc73281390,2019-09-26T21:18:02.878Z,"23km W of Petrolia, CA",earthquake,3.87,0.71,0.17,4,automatic,nc,nc
2019-09-26T18:26:06.240Z,38.8311667,-111.405,1.93,1.56,md,5,137,0.05313,0.09,uu,uu60343377,2019-09-26T21:26:32.950Z,"37km SW of Ferron, Utah",earthquake,0.71,31.61,0.254,5,reviewed,uu,uu
2019-09-26T18:21:44.580Z,35.6771667,-117.4081667,6.01,1.67,ml,28,102,0.01744,0.18,ci,ci39095504,2019-09-26T18:32:42.410Z,"10km SSW of Trona, CA",earthquake,0.31,0.87,0.147,26,automatic,ci,ci
2019-09-26T18:16:05.460Z,35.5755,-117.4793333,4.75,0.02,ml,9,82,0.01776,0.13,ci,ci39095488,2019-09-26T18:51:43.010Z,"18km ESE of Ridgecrest, CA",earthquake,0.28,0.48,0.188,2,reviewed,ci,ci
2019-09-26T18:13:21.150Z,19.0336,-67.2601,8,2.7,md,11,290,0.5854,0.65,pr,pr2019269039,2019-09-27T10:37:35.242Z,"62km NNW of San Antonio, Puerto Rico",earthquake,2.39,3.05,0.46,10,reviewed,pr,pr
2019-09-26T18:12:53.010Z,38.7836685,-122.774498,2.4,1.13,md,25,87,0.01415,0.03,nc,nc73281380,2019-09-26T20:38:02.654Z,"2km WNW of The Geysers, CA",earthquake,0.23,0.44,0.15,6,automatic,nc,nc
2019-09-26T18:10:18.209Z,38.7009,-118.5712,6.9,1.1,ml,6,135.73,0.082,0.1255,nn,nn00705502,2019-09-27T02:09:08.763Z,"20km NNE of Hawthorne, Nevada",earthquake,,2.9,0.57,3,reviewed,nn,nn
2019-09-26T18:06:11.883Z,64.8193,-149.016,21.4,1.3,ml,,,,0.69,ak,ak019cd6bh0c,2019-09-26T18:09:09.404Z,"27km N of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-09-26T18:05:33.793Z,38.6879,-118.5408,6.9,0.5,ml,3,332.04,0.062,0.0218,nn,nn00705501,2019-09-27T02:09:06.918Z,"19km NNE of Hawthorne, Nevada",earthquake,,3.3,0.42,2,reviewed,nn,nn
2019-09-26T18:04:35.790Z,35.6868333,-117.5253333,8.91,1.17,ml,23,61,0.07383,0.18,ci,ci39095472,2019-09-26T20:52:51.810Z,"14km SW of Searles Valley, CA",earthquake,0.29,0.74,0.126,17,reviewed,ci,ci
2019-09-26T18:01:47.800Z,38.8288345,-122.7806702,5.56,0.79,md,10,90,0.00856,0.07,nc,nc73281375,2019-09-26T18:22:02.821Z,"5km W of Cobb, CA",earthquake,0.77,2.13,0.12,2,automatic,nc,nc
2019-09-26T18:00:17.190Z,19.1796665,-155.4248352,36.58,1.87,md,37,169,0.04271,0.14,hv,hv71151496,2019-09-26T18:03:28.570Z,"6km ESE of Pahala, Hawaii",earthquake,0.68,0.95,0.17,5,automatic,hv,hv
2019-09-26T17:55:27.020Z,19.3673325,-155.0919952,4.56,2.1,ml,45,143,0.01893,0.25,hv,hv71151491,2019-09-26T18:01:08.460Z,"16km ESE of Volcano, Hawaii",earthquake,0.53,0.44,0.5,6,automatic,hv,hv
2019-09-26T17:51:28.090Z,19.065,-67.2431,20,2.7,md,16,206,0.6119,1.01,pr,pr2019269011,2019-09-26T18:17:19.690Z,"65km NNW of San Antonio, Puerto Rico",earthquake,3.5,31.61,0.21,14,reviewed,pr,pr
2019-09-26T17:45:28.410Z,36.5896683,-121.1884995,6.92,1.92,md,15,149,0.0181,0.06,nc,nc73281370,2019-09-26T20:10:03.259Z,"8km NNW of Pinnacles, CA",earthquake,0.37,0.69,0.13,15,automatic,nc,nc
2019-09-26T17:43:55.450Z,36.0833333,-117.8546667,6.13,1.34,ml,17,106,0.03418,0.16,ci,ci39095448,2019-09-26T20:51:35.606Z,"9km ENE of Coso Junction, CA",earthquake,0.33,0.56,0.309,22,reviewed,ci,ci
2019-09-26T17:30:57.130Z,58.1735,-155.3626667,0.89,-0.96,ml,5,125,0.04093,0.09,av,av70850279,2019-09-26T22:33:31.810Z,"95km SE of King Salmon, Alaska",earthquake,0.35,1.63,0.17,5,reviewed,av,av
2019-09-26T17:30:36.310Z,35.7785,-117.595,5.53,0.79,ml,19,127,0.03722,0.19,ci,ci39095424,2019-09-26T17:34:10.107Z,"17km W of Searles Valley, CA",earthquake,0.37,0.94,0.085,10,automatic,ci,ci
2019-09-26T17:29:11.450Z,34.0205,-117.519,2.75,1.09,ml,23,98,0.03879,0.18,ci,ci39095416,2019-09-26T17:33:05.102Z,"3km N of Mira Loma, CA",earthquake,0.29,0.32,0.212,34,automatic,ci,ci
2019-09-26T17:22:09.880Z,38.7876663,-122.7639999,0.65,0.73,md,12,73,0.01698,0.04,nc,nc73281365,2019-09-26T17:37:03.296Z,"1km NNW of The Geysers, CA",earthquake,0.25,0.61,0.18,4,automatic,nc,nc
2019-09-26T17:17:34.970Z,36.0711667,-117.8506667,-0.14,0.86,ml,13,124,0.04644,0.25,ci,ci39095376,2019-09-26T17:21:12.872Z,"9km ENE of Coso Junction, CA",earthquake,0.51,0.99,0.193,9,automatic,ci,ci
2019-09-26T17:17:12.102Z,37.8593,88.6507,10.27,4.8,mb,,82,9.11,0.82,us,us70005lty,2019-09-26T19:54:39.040Z,"275km E of Qiemo, China",earthquake,6.4,4.2,0.073,59,reviewed,us,us
2019-09-26T17:14:56.270Z,19.1455002,-155.4965057,40.45,2.58,md,35,152,0.03397,0.22,hv,hv71151441,2019-09-26T17:18:13.770Z,"6km SSW of Pahala, Hawaii",earthquake,0.77,1.15,0.19,3,automatic,hv,hv
2019-09-26T17:13:55.180Z,36.5895004,-121.190834,6.33,2.65,md,47,65,0.01829,0.08,nc,nc73281360,2019-09-26T20:17:48.058Z,"8km NNW of Pinnacles, CA",earthquake,0.17,0.77,0.17,40,automatic,nc,nc
2019-09-26T17:12:03.860Z,38.8143349,-122.8208313,3.23,0.61,md,10,79,0.008504,0.01,nc,nc73281355,2019-09-26T19:28:02.891Z,"7km NW of The Geysers, CA",earthquake,0.56,0.99,0.36,2,automatic,nc,nc
2019-09-26T17:11:53.830Z,19.1483326,-155.5484924,48.76,1.84,md,42,129,0.08196,0.11,hv,hv71151436,2019-09-26T17:15:13.770Z,"9km SW of Pahala, Hawaii",earthquake,0.81,1.21,0.04,3,automatic,hv,hv
2019-09-26T17:03:11.580Z,36.29233333,-97.51633333,5,1.56,ml,51,68,0.1916623893,0.21,ok,ok2019swyo,2019-09-26T18:01:35.517Z,"20km W of Perry, Oklahoma",earthquake,,0.5,0.21,10,reviewed,ok,ok
2019-09-26T16:57:40.607Z,61.7498,-148.9532,16.2,0.4,ml,,,,0.75,ak,ak019cd5fkqs,2019-09-26T17:52:56.062Z,"7km SW of Sutton-Alpine, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-09-26T16:54:51.344Z,60.3329,-152.9587,127.5,2.5,ml,,,,0.74,ak,ak019cd5ez4i,2019-09-26T17:00:52.094Z,"20km SW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-09-26T16:45:35.520Z,35.8746667,-117.711,6.12,0.88,ml,14,67,0.07917,0.14,ci,ci39095336,2019-09-26T16:49:17.179Z,"19km ESE of Little Lake, CA",earthquake,0.26,0.83,0.157,11,automatic,ci,ci
2019-09-26T16:42:40.700Z,36.0903333,-117.8616667,5.05,1.41,ml,22,55,0.02774,0.15,ci,ci39095320,2019-09-26T16:46:18.747Z,"9km ENE of Coso Junction, CA",earthquake,0.28,0.6,0.275,21,automatic,ci,ci
2019-09-26T16:40:43.177Z,62.2268,-150.0646,20,1.6,ml,,,,0.42,ak,ak019cd5byhq,2019-09-26T16:45:17.268Z,"11km SSE of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-26T16:36:24.530Z,35.8615,-117.6933333,6.23,0.64,ml,13,75,0.07855,0.16,ci,ci39095288,2019-09-26T16:40:10.057Z,"21km ESE of Little Lake, CA",earthquake,0.34,0.8,0.122,7,automatic,ci,ci
2019-09-26T16:36:18.072Z,-40.8109,-72.1177,128.26,6.1,mww,,54,0.392,0.78,us,us70005lt4,2019-09-27T03:14:26.040Z,"40km W of Villa La Angostura, Argentina",earthquake,5.7,4,0.058,29,reviewed,us,us
2019-09-26T16:22:24.660Z,35.8586667,-117.6941667,2.72,0.86,ml,13,74,0.07617,0.18,ci,ci39095256,2019-09-26T16:26:04.735Z,"21km ESE of Little Lake, CA",earthquake,0.33,0.43,0.108,11,automatic,ci,ci
2019-09-26T16:16:51.580Z,35.7533333,-117.6035,10.61,1.38,ml,27,104,0.06246,0.16,ci,ci39095248,2019-09-26T16:20:23.578Z,"16km NNE of Ridgecrest, CA",earthquake,0.24,0.51,0.128,19,automatic,ci,ci
2019-09-26T16:12:00.300Z,35.9388333,-117.3198333,3.13,3.27,ml,47,54,0.05623,0.17,ci,ci39095240,2019-09-27T00:45:06.065Z,"20km NNE of Trona, CA",earthquake,0.16,0.49,0.156,254,reviewed,ci,ci
2019-09-26T16:02:06.160Z,35.9113333,-117.7063333,2.29,1.2,ml,16,59,0.05826,0.14,ci,ci39095232,2019-09-26T16:05:39.545Z,"18km E of Little Lake, CA",earthquake,0.22,0.32,0.18,17,automatic,ci,ci
2019-09-26T15:57:55.472Z,68.8054,-146.2427,0,1.8,ml,,,,0.8,ak,ak019cd4u70f,2019-09-26T16:03:49.377Z,"81km NNW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-26T15:47:49.780Z,58.165,-155.3836667,1.7,-0.32,ml,8,107,0.05388,0.07,av,av70850244,2019-09-26T21:52:12.980Z,"94km SE of King Salmon, Alaska",earthquake,0.27,0.48,0.232,8,reviewed,av,av
2019-09-26T15:46:29.180Z,38.7550011,-122.7231674,2.94,0.98,md,10,117,0.01686,0.04,nc,nc73281315,2019-09-26T16:12:02.753Z,"4km SW of Anderson Springs, CA",earthquake,0.41,0.91,0.05,4,automatic,nc,nc
2019-09-26T15:45:42.899Z,35.1305,-95.34266667,7,2.76,ml,51,131,0.8584315464,0.21,ok,ok2019swwa,2019-09-27T03:54:28.478Z,"3km ENE of Quinton, Oklahoma",earthquake,,1.3,0.17,8,reviewed,ok,ok
2019-09-26T15:41:17.804Z,63.1454,-150.7037,111.3,1.4,ml,,,,0.46,ak,ak019cd4qon8,2019-09-26T16:03:49.039Z,"92km WSW of Cantwell, Alaska",earthquake,,2.2,,,automatic,ak,ak
2019-09-26T15:36:37.110Z,33.4616667,-116.5658333,10.91,1.09,ml,46,67,0.04483,0.16,ci,ci39095200,2019-09-26T20:48:39.370Z,"14km SE of Anza, CA",earthquake,0.17,0.34,0.159,24,reviewed,ci,ci
2019-09-26T15:24:38.150Z,35.6631667,-117.4706667,9.4,1.43,ml,25,53,0.03831,0.17,ci,ci39095176,2019-09-26T15:35:40.760Z,"13km SSW of Searles Valley, CA",earthquake,0.31,0.56,0.147,20,automatic,ci,ci
2019-09-26T15:22:30.000Z,32.692,-115.7436667,5.16,0.95,ml,11,187,0.06762,0.27,ci,ci39095168,2019-09-26T15:26:13.235Z,"20km NW of Progreso, B.C., MX",earthquake,1.16,1.53,0.364,8,automatic,ci,ci
2019-09-26T15:21:40.674Z,60.7872,-144.7665,2.4,1.8,ml,,,,0.87,ak,ak019cd4mg2t,2019-09-26T15:26:02.110Z,"60km ENE of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-26T15:15:02.450Z,36.1211667,-117.8435,2.48,1.33,ml,14,174,0.00987,0.12,ci,ci39095144,2019-09-26T15:22:44.966Z,"13km NE of Coso Junction, CA",earthquake,0.45,0.22,0.24,19,reviewed,ci,ci
2019-09-26T15:14:56.430Z,38.821167,-122.8113327,2.61,2.18,md,39,40,0.002432,0.04,nc,nc73281305,2019-09-26T17:54:03.425Z,"7km NW of The Geysers, CA",earthquake,0.17,0.29,0.19,17,automatic,nc,nc
2019-09-26T15:12:01.800Z,36.5695,-121.078331,8.99,1.23,md,6,149,0.03247,0.09,nc,nc73281300,2019-09-26T17:39:04.334Z,"7km NE of Pinnacles, CA",earthquake,1.03,2.03,0.06,6,automatic,nc,nc
2019-09-26T15:08:58.088Z,61.7325,-154.1004,5.8,2.2,ml,,,,1.08,ak,ak019cd4jp35,2019-09-26T15:14:09.206Z,"156km SSE of McGrath, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-26T15:07:04.600Z,38.6020012,-122.8808365,4.22,0.69,md,7,189,0.1944,0.16,nc,nc73281295,2019-09-26T15:21:04.893Z,"1km SW of Healdsburg, CA",earthquake,2.3,12.86,,1,automatic,nc,nc
2019-09-26T15:04:38.030Z,44.7883333,-111.0093333,11.76,0.79,ml,12,152,0.02909,0.14,uu,uu60343312,2019-09-26T15:51:08.230Z,"15km NNE of West Yellowstone, Montana",earthquake,0.86,0.96,0.104,2,reviewed,uu,uu
2019-09-26T15:02:35.910Z,35.715,-117.5161667,4.72,1.84,ml,30,68,0.09025,0.2,ci,ci39095136,2019-09-26T15:13:32.410Z,"12km WSW of Searles Valley, CA",earthquake,0.27,0.66,0.095,26,automatic,ci,ci
2019-09-26T14:54:11.794Z,36.4539,-117.0009,13.1,0.4,ml,12,175.59,0.112,0.1976,nn,nn00705489,2019-09-27T02:09:01.368Z,"54km SSW of Beatty, Nevada",earthquake,,2.2,0.19,6,reviewed,nn,nn
2019-09-26T14:49:23.470Z,38.8376656,-122.8270035,1.2,0.8,md,12,149,0.006689,0.02,nc,nc73281285,2019-09-26T15:07:04.236Z,"9km NW of The Geysers, CA",earthquake,0.27,0.65,0.09,3,automatic,nc,nc
2019-09-26T14:48:01.840Z,35.8891667,-117.7186667,8.91,0.85,ml,13,63,0.08067,0.07,ci,ci39095120,2019-09-26T14:51:29.024Z,"18km ESE of Little Lake, CA",earthquake,0.17,0.51,0.302,9,automatic,ci,ci
2019-09-26T14:36:03.710Z,35.6706667,-117.5318333,4.8,1.42,ml,23,51,0.05724,0.22,ci,ci39095112,2019-09-26T14:39:50.512Z,"14km ENE of Ridgecrest, CA",earthquake,0.32,0.61,0.126,21,automatic,ci,ci
2019-09-26T14:34:15.110Z,35.8636667,-117.6816667,5.84,0.48,ml,10,83,0.08344,0.11,ci,ci39095104,2019-09-26T14:37:48.838Z,"22km ESE of Little Lake, CA",earthquake,0.33,0.98,0.025,5,automatic,ci,ci
2019-09-26T14:29:28.830Z,44.7816667,-111.0091667,10.36,0.92,ml,12,119,0.02244,0.18,uu,uu60343272,2019-09-26T23:40:57.440Z,"15km NNE of West Yellowstone, Montana",earthquake,0.49,0.75,0.075,3,reviewed,uu,uu
2019-09-26T14:29:14.190Z,44.7823333,-111.0078333,10.79,0.02,md,11,147,0.02303,0.19,uu,uu60019084,2019-09-26T23:44:05.360Z,"15km NNE of West Yellowstone, Montana",earthquake,0.51,0.82,0.268,7,reviewed,uu,uu
2019-09-26T14:27:35.400Z,35.6721667,-117.5355,4.92,0.74,ml,15,123,0.05702,0.24,ci,ci39095096,2019-09-26T14:31:16.642Z,"14km ENE of Ridgecrest, CA",earthquake,0.59,1.01,0.104,5,automatic,ci,ci
2019-09-26T14:20:56.170Z,18.9831,-67.3176,86,3.1,md,8,290,0.5554,0.33,pr,pr2019269036,2019-09-27T10:11:44.186Z,"59km NNW of San Antonio, Puerto Rico",earthquake,3.65,4.5,0.12,6,reviewed,pr,pr
2019-09-26T14:11:26.150Z,36.5600014,-121.2060013,3.81,1.69,md,11,169,0.02028,0.29,nc,nc73281275,2019-09-26T16:53:03.023Z,"6km WNW of Pinnacles, CA",earthquake,1.24,1.48,0.31,7,automatic,nc,nc
2019-09-26T14:05:13.500Z,19.1441,-67.2595,35,2.76,md,11,297,0.6927,0.38,pr,pr2019269034,2019-09-27T10:11:29.857Z,"74km NNW of San Antonio, Puerto Rico",earthquake,2.4,13.54,0.34,10,reviewed,pr,pr
2019-09-26T13:58:56.830Z,58.1803333,-155.3398333,3.14,-0.2,ml,8,119,0.0304,0.13,av,av70850239,2019-09-26T21:45:09.310Z,"95km SE of King Salmon, Alaska",earthquake,0.33,1.09,0.327,8,reviewed,av,av
2019-09-26T13:48:47.390Z,33.6456667,-116.715,13.4,0.42,ml,21,75,0.04145,0.12,ci,ci39095064,2019-09-26T16:21:49.457Z,"10km S of Idyllwild, CA",earthquake,0.32,0.5,0.093,5,reviewed,ci,ci
2019-09-26T13:48:04.890Z,19.2136,-67.335,28,3.05,md,9,303,0.7789,0.49,pr,pr2019269032,2019-09-27T10:11:15.170Z,"83km NNW of San Antonio, Puerto Rico",earthquake,2.53,23.25,0.42,9,reviewed,pr,pr
2019-09-26T13:46:14.467Z,38.2704,-118.6798,9.6,0.5,ml,4,281.09,0.139,0.0464,nn,nn00705488,2019-09-27T02:08:59.208Z,"28km S of Hawthorne, Nevada",earthquake,,8.2,0.25,2,reviewed,nn,nn
2019-09-26T13:44:48.210Z,19.1153,-66.4821,30,2.84,md,3,336,0.64,0.23,pr,pr2019269030,2019-09-27T10:10:54.522Z,"72km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.8,10.6,0.21,3,reviewed,pr,pr
2019-09-26T13:44:02.930Z,35.8623333,-117.6875,3.8,0.85,ml,12,85,0.08266,0.14,ci,ci39095048,2019-09-26T13:47:46.268Z,"21km ESE of Little Lake, CA",earthquake,0.28,0.89,0.173,9,automatic,ci,ci
2019-09-26T13:44:00.340Z,55.5106667,-161.735,31.5,0.6,ml,6,227,0.09092,0.08,av,av70850229,2019-09-26T21:40:06.310Z,"72km ENE of Cold Bay, Alaska",earthquake,1.32,0.85,0.22,6,reviewed,av,av
2019-09-26T13:38:03.040Z,36.5888329,-121.189003,6.89,2.15,md,20,125,0.01734,0.05,nc,nc73281270,2019-09-26T16:26:03.849Z,"8km NNW of Pinnacles, CA",earthquake,0.31,0.55,0.19,21,automatic,nc,nc
